sampled_model,model_name_extraction,model_name_verification,benchmark,sample_size,abstain_rate,input_tkn,resp_tkn,search_tkn,time(s),cost($),length,num_sentences,num_claims,total:support_claims,total:unsupport_claims,total:irrelevant_claims,pre_verified(confident),pre_support,pre_unsupport,pre_verified(confident)%,pre_support/pre_unsupport,pre_support%,pre_unsupport%,verified,verified_support,verified_unsupport,verified_inconclusive,verified_controversial_claims,verified_contradicted,verified_unverifiable,P(factscore),K_med,K_max,R_med,R_max,SAFE_F1_med,SAFE_F1_max,FaStfact_F1_med,FaStfact_F1_max,FaStfact_score_med,FaStfact_score_max
gpt-4.1,gpt-5.1,gpt-5.1,ProcedureFC-bench,50,0.0,993087,21113,0,1587.061904668808,1.4525,404.38,33.76,11.66,10.78,0.88,0,9.76,9.68,0.08,0.837,121.0,0.83,0.007,95,55,40,28,0,11,1,0.935,10,32,0.736,0.337,0.751,0.433,0.798,0.362,0.679,0.235
